ScenarioName,Year,Driver,Region,Value,StandardizedValue,Notes,Baseline,Sigma
Net Zero 2050,2025,GDP,Asia-Pacific (emerging),31993.207401518604,1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,GDP,Europe,8014.435062611716,-1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,GDP,Global,138634.60111935844,-1.732050807568877,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,GDP,Latin America,5048.50803714185,1.7320508075688774,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,GDP,Middle East & Africa,2442.318612687357,-1.7320508075688774,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,GDP,North America,10835.382668304894,-1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,GasPrice,Asia-Pacific (developed),6.351878750533333,1.7320508075688774,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,GasPrice,Asia-Pacific (emerging),5.806876717844487,1.7320462527424496,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,GasPrice,Europe,6.558348834293334,1.7320508075688774,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,GasPrice,Global,5.092397090072775,1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,GasPrice,Latin America,5.597587243540404,1.7320443157615062,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,GasPrice,Middle East & Africa,6.115135855472,1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,GasPrice,North America,5.80054413132,1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,OilPrice,Asia-Pacific (developed),15.681839126586668,1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,OilPrice,Asia-Pacific (emerging),13.511635688917966,-1.7320090203248997,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,OilPrice,Europe,15.35770121384,1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,OilPrice,Global,11.152624626776506,-1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,OilPrice,Latin America,13.38855253157008,-1.7321264221977846,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,OilPrice,Middle East & Africa,14.568331580496,1.7320508075688774,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2025,OilPrice,North America,15.67329672408,1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,CarbonPrice,Asia-Pacific (developed),117.32326174145469,1.7320508075688774,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,CarbonPrice,Asia-Pacific (emerging),152.62541790986938,1.7320508075688774,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,CarbonPrice,Europe,92.4170740314544,1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,CarbonPrice,Global,221.6642927222418,1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,CarbonPrice,Latin America,180.57229357566777,1.7320508075688774,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,CarbonPrice,Middle East & Africa,115.415436462545,1.7320508075688774,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,CarbonPrice,North America,136.9115449666363,1.7320508075688774,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,CoalPrice,Asia-Pacific (developed),2.1695776560826663,-1.7106148910480223,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,CoalPrice,Asia-Pacific (emerging),1.8828800573889115,-1.9943247775551212,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,CoalPrice,Europe,2.02011143308,1.732207304162014,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,CoalPrice,Global,1.6736657415865694,-1.9999088295857008,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,CoalPrice,Latin America,1.96095941137777,-1.9325684551937168,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,CoalPrice,Middle East & Africa,2.3678965234256,1.7324047466686467,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,CoalPrice,North America,1.673179076768,-1.731797318191336,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,DroughtRisk,Asia-Pacific (developed),-1.3043016825738392,0.6914703562834769,World Bank CCKP ssp126 (2020-2039),-1.3524092034761266,0.06957278857311586
Net Zero 2050,2030,DroughtRisk,Asia-Pacific (emerging),-1.075650013220339,0.7354557752972082,World Bank CCKP ssp126 (2020-2039),-1.243016515371523,0.22756841100819242
Net Zero 2050,2030,DroughtRisk,Europe,-1.1078059322885476,1.5979308685116334,World Bank CCKP ssp126 (2020-2039),-1.2701378278921545,0.10158881013094655
Net Zero 2050,2030,DroughtRisk,Global,-1.1894034582096722,0.8713455916919378,World Bank CCKP ssp126 (2020-2039),-1.288644521893751,0.1138940331256823
Net Zero 2050,2030,DroughtRisk,Latin America,-1.194155616300966,1.1394272738913616,World Bank CCKP ssp126 (2020-2039),-1.3873006261522387,0.1695106078965845
Net Zero 2050,2030,DroughtRisk,Middle East & Africa,-1.2248655833878503,1.958709537592441,World Bank CCKP ssp126 (2020-2039),-1.4019526643844054,0.09041007745039246
Net Zero 2050,2030,DroughtRisk,North America,-1.0765973131231634,1.9442702481760357,World Bank CCKP ssp126 (2020-2039),-1.3636821607331788,0.14765686399786052
Net Zero 2050,2030,FloodRisk,Asia-Pacific (developed),0.4285309726327204,1.6309818410204855,World Bank CCKP ssp126 (2020-2039),-2.6804046871508485,1.9061742942756161
Net Zero 2050,2030,FloodRisk,Asia-Pacific (emerging),0.430986383268625,1.7449343476776398,World Bank CCKP ssp126 (2020-2039),-2.6179937071479316,1.7473322675288567
Net Zero 2050,2030,FloodRisk,Europe,0.4333205064957004,1.7497958821377886,World Bank CCKP ssp126 (2020-2039),-2.584505221443918,1.7246730082897623
Net Zero 2050,2030,FloodRisk,Global,0.42988184493712406,1.7350129218713657,World Bank CCKP ssp126 (2020-2039),-2.786509625662463,1.8538141301739834
Net Zero 2050,2030,FloodRisk,Latin America,0.4652899523299118,1.7273735828775765,World Bank CCKP ssp126 (2020-2039),-2.67218012962746,1.8163239921330512
Net Zero 2050,2030,FloodRisk,Middle East & Africa,0.424727748635968,1.6643504028438845,World Bank CCKP ssp126 (2020-2039),-2.6435647388953534,1.843537564138245
Net Zero 2050,2030,FloodRisk,North America,0.46088921856467985,1.7217023107381555,World Bank CCKP ssp126 (2020-2039),-2.9026141329016584,1.9535917042617454
Net Zero 2050,2030,GDP,Asia-Pacific (developed),3109.29240688482,-1.7320508075688774,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,GDP,Asia-Pacific (emerging),38992.52866860274,-1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,GDP,Europe,8801.664571938849,-1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,GDP,Global,159489.83578546328,-1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,GDP,Latin America,5636.381596917429,-1.7320508075688774,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,GDP,Middle East & Africa,2928.988557617719,-1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,GDP,North America,11858.5701185761,-1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,GasPrice,Asia-Pacific (developed),6.786411615573333,1.7320508075688772,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,GasPrice,Asia-Pacific (emerging),6.0955048091816,1.736410828140022,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,GasPrice,Europe,7.1119373997599995,1.7320408859553036,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,GasPrice,Global,5.137171495711648,1.7257612529863997,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,GasPrice,Latin America,6.14960445572763,1.7320392667796507,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,GasPrice,Middle East & Africa,6.876418844,1.732038230364702,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,GasPrice,North America,5.58056650808,1.731963697613835,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,HeatIndex,Asia-Pacific (developed),3.685757875442505,-1.514502769783904,World Bank CCKP ssp126 (2020-2039),4.573813438415527,0.5863677377755698
Net Zero 2050,2030,HeatIndex,Asia-Pacific (emerging),4.198851585388184,-1.3034861961484252,World Bank CCKP ssp126 (2020-2039),4.578715801239014,0.29142174038609897
Net Zero 2050,2030,HeatIndex,Europe,4.032718658447266,-0.9353334497377365,World Bank CCKP ssp126 (2020-2039),4.557107448577881,0.5606436830390826
Net Zero 2050,2030,HeatIndex,Global,3.9034078121185303,-1.0768295395538916,World Bank CCKP ssp126 (2020-2039),4.1878662109375,0.26416288592604453
Net Zero 2050,2030,HeatIndex,Latin America,3.997114896774292,-0.7588098487269761,World Bank CCKP ssp126 (2020-2039),4.333482265472412,0.4432828188279708
Net Zero 2050,2030,HeatIndex,Middle East & Africa,3.5697708129882812,-1.8516640287403097,World Bank CCKP ssp126 (2020-2039),3.946784734725952,0.20360816859101277
Net Zero 2050,2030,HeatIndex,North America,3.729048490524292,-1.5252444988417386,World Bank CCKP ssp126 (2020-2039),4.529787540435791,0.5249906165992242
Net Zero 2050,2030,OilPrice,Asia-Pacific (developed),16.17504990506667,1.7321922187076086,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,OilPrice,Asia-Pacific (emerging),13.725467274025553,-1.7159201462692966,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,OilPrice,Europe,15.862025722533332,1.7321713973257369,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,OilPrice,Global,11.05978333664624,-1.7501481368642833,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,OilPrice,Latin America,13.40844413874714,-1.7232163780804892,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,OilPrice,Middle East & Africa,14.85164455552,1.7322363700741306,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2030,OilPrice,North America,16.03874263988,1.7322161742624385,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,CarbonPrice,Asia-Pacific (developed),421.20372276130894,1.999990478745565,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,CarbonPrice,Asia-Pacific (emerging),325.11803902674353,1.9988013575710848,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,CarbonPrice,Europe,379.0647077082543,1.9983767841790472,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,CarbonPrice,Global,381.10909047243354,1.9974713219671851,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,CarbonPrice,Latin America,418.9081136269065,1.9999364060964175,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,CarbonPrice,Middle East & Africa,374.599261010945,1.9869750052352604,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,CarbonPrice,North America,395.100789493336,1.9980506805053424,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,CoalPrice,Asia-Pacific (developed),2.3693138736853334,1.959765164136854,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,CoalPrice,Asia-Pacific (emerging),1.8250261345194712,-1.7471761929417304,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,CoalPrice,Europe,2.6702000984,1.9988572031313812,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,CoalPrice,Global,1.3142228253617274,-1.8785871539625512,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,CoalPrice,Latin America,2.1373384052907287,-0.9474902524397852,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,CoalPrice,Middle East & Africa,2.6494478700032,1.9998827134613837,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,CoalPrice,North America,1.928421545016,1.7791075177570252,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,GDP,Asia-Pacific (developed),3405.935778592407,-1.999091191445468,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,GDP,Asia-Pacific (emerging),52354.79845543854,-1.9913544848306868,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,GDP,Europe,10305.544952432225,-1.9995946467415489,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,GDP,Global,203433.05255938089,-1.996854065599512,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,GDP,Latin America,7325.332728813474,-1.9831534245907725,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,GDP,Middle East & Africa,4163.996388881046,-1.9999338519333127,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,GDP,North America,13672.99611057981,-1.9939555850252928,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,GasPrice,Asia-Pacific (developed),7.6499366185866675,1.9928256982668788,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,GasPrice,Asia-Pacific (emerging),6.968877740379586,1.9800814936756284,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,GasPrice,Europe,7.98361749232,1.993688551778329,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,GasPrice,Global,5.659382157517991,1.998577987696768,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,GasPrice,Latin America,7.161307634582277,1.9878210392421445,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,GasPrice,Middle East & Africa,8.332805946624,1.9797446881236256,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,GasPrice,North America,5.809097292520001,1.9906263182298536,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,OilPrice,Asia-Pacific (developed),16.22477658565333,1.98372045732878,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,OilPrice,Asia-Pacific (emerging),13.800475326325635,-1.9483587362014616,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,OilPrice,Europe,16.02013547976,1.9927391134367824,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,OilPrice,Global,11.147529211147422,-1.994870124969197,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,OilPrice,Latin America,13.267684144565376,-1.997304034415355,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,OilPrice,Middle East & Africa,14.920831560608002,-1.958858410510564,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2040,OilPrice,North America,15.08445192056,-1.9985636219709553,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,CarbonPrice,Asia-Pacific (developed),1496.2368908187834,1.943119621072349,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,CarbonPrice,Asia-Pacific (emerging),886.6646096703391,1.9713121147008497,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,CarbonPrice,Europe,1408.4364535390666,1.9997270184843272,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,CarbonPrice,Global,751.7223841493895,1.9999954576272705,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,CarbonPrice,Latin America,1280.2986030783827,1.9995490051116769,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,CarbonPrice,Middle East & Africa,1062.45732788812,1.9464768777511157,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,CarbonPrice,North America,1444.5895703133651,1.963463927919759,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,CoalPrice,Asia-Pacific (developed),3.6091865764533337,1.9979261077435997,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,CoalPrice,Asia-Pacific (emerging),3.0232025432455294,1.5559415448453744,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,CoalPrice,Europe,4.11694310832,1.9862327373958668,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,CoalPrice,Global,1.9541261769491352,-1.2086321104543674,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,CoalPrice,Latin America,3.4247518724638963,1.828111675685452,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,CoalPrice,Middle East & Africa,3.907096946592,1.999999931150648,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,CoalPrice,North America,2.9847095185479997,1.9914005786033648,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,DroughtRisk,Asia-Pacific (developed),-2.2526917587367654,-1.2831955151023362,World Bank CCKP ssp126 (2040-2059),-1.8766396779824948,0.29305906724921815
Net Zero 2050,2050,DroughtRisk,Asia-Pacific (emerging),-2.2390442211321058,-1.9552556121419675,World Bank CCKP ssp126 (2040-2059),-1.94601815162767,0.1498658629003642
Net Zero 2050,2050,DroughtRisk,Europe,-2.021603751634723,-1.6179165899090668,World Bank CCKP ssp126 (2040-2059),-1.8045803954401567,0.13413754302795303
Net Zero 2050,2050,DroughtRisk,Global,-2.079188615192374,-0.9523730806026178,World Bank CCKP ssp126 (2040-2059),-1.929936337119888,0.15671618729295259
Net Zero 2050,2050,DroughtRisk,Latin America,-2.2183300777733432,-1.8745229275984554,World Bank CCKP ssp126 (2040-2059),-1.9160779718445773,0.16124214939104328
Net Zero 2050,2050,DroughtRisk,Middle East & Africa,-1.9489280510812432,-0.5744689797410104,World Bank CCKP ssp126 (2040-2059),-1.7524360748268553,0.34204105562492343
Net Zero 2050,2050,DroughtRisk,North America,-2.0319794819851076,-0.5564261206439446,World Bank CCKP ssp126 (2040-2059),-1.8613222237825928,0.3067024567520579
Net Zero 2050,2050,FloodRisk,Asia-Pacific (developed),2.644611291717584,1.4226933498176875,World Bank CCKP ssp126 (2040-2059),-1.2824228657736088,2.760281516740362
Net Zero 2050,2050,FloodRisk,Asia-Pacific (emerging),2.5585671219177923,1.3528902898000845,World Bank CCKP ssp126 (2040-2059),-1.1154523510996501,2.715681752406065
Net Zero 2050,2050,FloodRisk,Europe,2.50689128974215,1.3356120681499895,World Bank CCKP ssp126 (2040-2059),-1.0892412001316767,2.6924977511284216
Net Zero 2050,2050,FloodRisk,Global,2.4900953679329194,1.3673809803068158,World Bank CCKP ssp126 (2040-2059),-1.2062059625810433,2.7031978532307646
Net Zero 2050,2050,FloodRisk,Latin America,2.344533814365234,1.298321950851981,World Bank CCKP ssp126 (2040-2059),-1.1909089611309167,2.7230863447823035
Net Zero 2050,2050,FloodRisk,Middle East & Africa,2.2838942634557253,1.3946468432428367,World Bank CCKP ssp126 (2040-2059),-1.2411450801895716,2.527549795652113
Net Zero 2050,2050,FloodRisk,North America,2.591415280912979,1.4173532833354785,World Bank CCKP ssp126 (2040-2059),-1.2096010305280238,2.681770562167828
Net Zero 2050,2050,GDP,Asia-Pacific (developed),3698.8437783147738,-1.7336301623718322,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,GDP,Asia-Pacific (emerging),65248.155862757994,-1.9963813827877424,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,GDP,Europe,11712.299169395808,-1.9992872924704348,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,GDP,Global,251707.48431169125,-1.977507844654256,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,GDP,Latin America,9471.050007346865,-1.928184852109954,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,GDP,Middle East & Africa,5962.259341337985,-1.8557980137627923,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,GDP,North America,15353.218501639123,-1.9824346029648925,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,GasPrice,Asia-Pacific (developed),9.347905876533334,1.996367232820796,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,GasPrice,Asia-Pacific (emerging),8.454411567252812,1.8990833913976015,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,GasPrice,Europe,9.814305991226666,1.995206729052279,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,GasPrice,Global,5.977646764819152,0.9505338708664022,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,GasPrice,Latin America,8.65864219497633,1.9888279455653468,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,GasPrice,Middle East & Africa,10.74351281704,1.9716028768360805,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,GasPrice,North America,7.89621386768,1.9996162104784752,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,HeatIndex,Asia-Pacific (developed),9.115766525268555,-1.9984948996800018,World Bank CCKP ssp126 (2040-2059),21.62999725341797,6.261827703514874
Net Zero 2050,2050,HeatIndex,Asia-Pacific (emerging),9.986396789550781,-1.9557839765934821,World Bank CCKP ssp126 (2040-2059),21.802610397338867,6.0416762532072505
Net Zero 2050,2050,HeatIndex,Europe,10.863194465637207,-1.9755060991835312,World Bank CCKP ssp126 (2040-2059),18.92599868774414,4.081386650964661
Net Zero 2050,2050,HeatIndex,Global,10.071282386779785,-1.985021323946449,World Bank CCKP ssp126 (2040-2059),20.229795455932617,5.11758384990875
Net Zero 2050,2050,HeatIndex,Latin America,9.757139205932617,-1.999608999728779,World Bank CCKP ssp126 (2040-2059),19.475317001342773,4.860039035995688
Net Zero 2050,2050,HeatIndex,Middle East & Africa,10.78886604309082,-1.9999897462784322,World Bank CCKP ssp126 (2040-2059),19.71399688720703,4.462588301127061
Net Zero 2050,2050,HeatIndex,North America,10.553837776184082,-1.902666004645206,World Bank CCKP ssp126 (2040-2059),20.296804428100586,5.1206920332469466
Net Zero 2050,2050,OilPrice,Asia-Pacific (developed),18.75758817018667,1.605577611575472,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,OilPrice,Asia-Pacific (emerging),15.864927812211542,0.9895203379784806,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,OilPrice,Europe,18.47491426154667,1.6294840206381036,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,OilPrice,Global,13.049870946026818,-1.6618046626534728,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,OilPrice,Latin America,16.683415828080307,1.2043664725213616,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,OilPrice,Middle East & Africa,18.256790361168,1.4952094842176074,Source: NGFS Phase V - IAM_data.xlsx,,
Net Zero 2050,2050,OilPrice,North America,15.61245631328,0.9870898613380696,Source: NGFS Phase V - IAM_data.xlsx,,
